PPCName,F1,F2,F3,F4,F5,F6,F7,F8,F9
p08_vpcc_r04,0.02513176221,0.06138475024,0.1500061652,0.5110407774,0.1548230326,617830.7795,0.6438369012,1.032033132,0.7253223345
p08_vpcc_r05,0.02356371536,0.04809296941,0.1722909607,0.4630382804,0.1745242064,673977.9714,0.7064450938,1.088158078,0.784683425
p09_geocnn_r01,0.122668194731,0.154354293873,0.256189933462,0.508967469284,0.149867652762,16026042.7038,0.571022379174,0.730417331089,0.680669121315
p09_geocnn_r02,0.05951552424,0.12812131248,0.20181197598,0.46185407591,0.15849261369,9051359.4999,0.66666142237,0.81233130851,0.7182193597
p09_geocnn_r03,0.036757900968,0.085127107031,0.16760909271,0.46386024579,0.15955140549,8154910.5398,0.70216485748,0.87697948579,0.75980961541
p09_geocnn_r04,0.019270106241,0.055497034502,0.18125656348,0.45468738381,0.17620862832,6058391.019,0.76817884216,0.94907506153,0.85802600197
p09_gpcc-octree-predlift_r02,0.05898689037,0.09711981831,0.1493478932,0.4544597192,0.1527593432,317425.1937,2.595947581,3.269331757,2.844540534
p09_gpcc-octree-predlift_r03,0.02760130726,0.05328783044,0.175669599,0.4212851831,0.1776155002,821546.6153,1.524214289,1.870921693,1.714866274
p09_gpcc-octree-predlift_r04,0.018478081146,0.038802168951,0.2251402349,0.39329205214,0.22301474323,1292947.8667,1.4197825912,1.6244340608,1.531452032
p09_gpcc-octree-predlift_r05,0.013969534207,0.030249132171,0.21283119666,0.38824551187,0.21055304169,1828899.7111,1.3909707769,1.6057200974,1.5119451861
p09_gpcc-octree-predlift_r06,0.01180789267,0.025827236509,0.20047289943,0.40782363161,0.19935896126,2220543.0071,1.392288919,1.6310712484,1.5157191287
p09_gpcc-octree-raht_r02,0.05898689037,0.09711981831,0.1493478932,0.4544597192,0.1527593432,308620.5949,2.595947581,3.269331757,2.844540534
p09_gpcc-octree-raht_r03,0.02760130726,0.05328783044,0.175669599,0.4212851831,0.1776155002,819554.5302,1.524214289,1.870921693,1.714866274
p09_gpcc-octree-raht_r04,0.018478081146,0.038802168951,0.2251402349,0.39329205214,0.22301474323,1233322.1487,1.4197825912,1.6244340608,1.531452032
p09_gpcc-octree-raht_r05,0.013969534207,0.030249132171,0.21283119666,0.38824551187,0.21055304169,1733645.6826,1.3909707769,1.6057200974,1.5119451861
p09_gpcc-octree-raht_r06,0.01180789267,0.025827236509,0.20047289943,0.40782363161,0.19935896126,2093999.0152,1.392288919,1.6310712484,1.5157191287
p09_vpcc_r00,0.017589630767,0.050702785688,0.13682987693,0.5214749485,0.13670732391,1323267.8184,0.70129924774,0.91103681643,0.82115453045
p09_vpcc_r01,0.017817054737,0.051379304911,0.13729020833,0.52412435883,0.13621189188,1579558.118,0.70445203526,0.912375761,0.82451554619
p09_vpcc_r02,0.018940817978,0.056050907686,0.1399543688,0.52281821811,0.13891456764,1844580.8447,0.70394946815,0.90756487103,0.82021303079
p09_vpcc_r03,0.02332042849,0.065335560935,0.14328213576,0.51168919562,0.14555788545,2199147.4463,0.6926144042,0.89208214173,0.80243909966
p09_vpcc_r04,0.022942577871,0.063799575329,0.14288938643,0.51527245968,0.14530060824,2675444.3067,0.69403515644,0.88848279467,0.80407606833
p09_vpcc_r05,0.022611410199,0.054512692639,0.16973879164,0.45995090367,0.17058606706,2805519.5465,0.74031258725,0.93882795291,0.85070291051
p10_geocnn_r01,0.12675907862,0.14735296205,0.25512388395,0.50451427022,0.15366327954,9823555.4237,0.59936326216,0.7259717118,0.65960550758
p10_geocnn_r02,0.060876477755,0.12183264138,0.19821230776,0.45834955854,0.16043582209,5945358.3293,0.72089883396,0.81738845421,0.68935052973
p10_geocnn_r03,0.047243259991,0.093902989694,0.17090381538,0.46175538983,0.16050559531,5790099.5464,0.74545528669,0.85503099993,0.71033761972
p10_geocnn_r04,0.020718082253,0.052602813599,0.18803981783,0.45554491175,0.18267654394,3987470.2682,0.83418356387,0.99315054838,0.8267840376
p10_gpcc-octree-predlift_r02,0.06555788422,0.09631792086,0.1553712885,0.4469178027,0.1576255259,191223.2962,2.780416347,3.210763063,2.738756142
p10_gpcc-octree-predlift_r03,0.03190131266,0.05745336073,0.1669958993,0.4560690577,0.1722146358,507137.2724,1.564617725,1.833898445,1.568061045
p10_gpcc-octree-predlift_r04,0.02288200047,0.04194563501,0.2195911651,0.3964098194,0.2191784928,730764.4474,1.426398079,1.559263596,1.413610646
p10_gpcc-octree-predlift_r05,0.016281247827,0.031414281232,0.2123027765,0.41827937025,0.21112163899,1240470.2718,1.3826736415,1.5189056091,1.3746693682
p10_gpcc-octree-predlift_r06,0.013658245439,0.026572410159,0.20470425827,0.43070320402,0.20389525962,1539489.0079,1.3708105607,1.5291989825,1.3691856764
p10_gpcc-octree-raht_r02,0.06555788422,0.09631792086,0.1553712885,0.4469178027,0.1576255259,205295.6087,2.780416347,3.210763063,2.738756142
p10_gpcc-octree-raht_r03,0.03190131266,0.05745336073,0.1669958993,0.4560690577,0.1722146358,497490.6607,1.564617725,1.833898445,1.568061045
p10_gpcc-octree-raht_r04,0.02288200047,0.04194563501,0.2195911651,0.3964098194,0.2191784928,719607.7464,1.426398079,1.559263596,1.413610646
p10_gpcc-octree-raht_r05,0.016281247827,0.031414281232,0.2123027765,0.41827937025,0.21112163899,1091412.4105,1.3826736415,1.5189056091,1.3746693682
p10_gpcc-octree-raht_r06,0.013658245439,0.026572410159,0.20470425827,0.43070320402,0.20389525962,1436625.6627,1.3708105607,1.5291989825,1.3691856764
p10_vpcc_r00,0.01964243293,0.05288522104,0.1510330382,0.5141938681,0.1509827601,792544.2716,0.776834452,0.9592130073,0.7650989153
p10_vpcc_r01,0.02163973746,0.06231986539,0.1556331888,0.5157687774,0.1538110572,943957.3659,0.7758038014,0.9510486178,0.7648876816
p10_vpcc_r02,0.023288484586,0.065671841316,0.15673486254,0.51380329197,0.15598194266,1113059.6847,0.77433592809,0.94108258822,0.76381205255
p10_vpcc_r03,0.027691801984,0.074740951849,0.15958885139,0.50361525496,0.16073427312,1336651.9612,0.75771404415,0.919193288,0.74974332792
p10_vpcc_r04,0.027691052285,0.071923151152,0.15924089362,0.50287869669,0.1624127938,1615012.1988,0.75675871281,0.91415823613,0.74927173516
p10_vpcc_r05,0.024747153814,0.05754773613,0.16652990178,0.48653020981,0.169320916,1940816.451,0.79799334732,0.96364907538,0.795100427
p11_geocnn_r01,0.096869384068,0.13767821641,0.22701823176,0.45750702688,0.15961462647,5630660.8292,0.61340869044,0.8107145998,0.6477142144
p11_geocnn_r02,0.08654149597,0.12749475344,0.20356350973,0.45183963478,0.15671504923,5368121.9921,0.62194012728,0.82484636322,0.65194172514
p11_geocnn_r03,0.084313264277,0.12153274834,0.19418162701,0.44870971566,0.15604785264,5351660.196,0.6245889075,0.82651911999,0.6512792582
p11_geocnn_r04,0.080683736721,0.11506113219,0.18240157796,0.4471460883,0.15445687886,5265087.3845,0.62807423147,0.83151683783,0.65313553612
p11_gpcc-octree-predlift_r02,0.0900814087,0.1298044022,0.2126940413,0.4465763898,0.1622713593,162002.0799,2.399403697,3.298915243,2.616778198
p11_gpcc-octree-predlift_r03,0.08448932323,0.1235852766,0.1984819314,0.44528367,0.1604863847,640393.2219,1.202927444,1.666628619,1.312746467
p11_gpcc-octree-predlift_r04,0.074320320737,0.11711948246,0.17971790523,0.43581614595,0.16069642502,1566619.3337,0.7909462994,1.1233337093,0.88878220032
p11_gpcc-octree-predlift_r05,0.07361649098,0.11443464944,0.17434656324,0.43458685642,0.16058926972,2573419.0918,0.66687126164,0.99372505432,0.74840697235
p11_gpcc-octree-predlift_r06,0.074313448088,0.11260046914,0.17291775556,0.43758795401,0.1601904385,3260804.7531,0.62935070699,0.92206456473,0.7001904531
p11_gpcc-octree-raht_r02,0.0900814087,0.1298044022,0.2126940413,0.4465763898,0.1622713593,151954.3422,2.399403697,3.298915243,2.616778198
p11_gpcc-octree-raht_r03,0.08448932323,0.1235852766,0.1984819314,0.44528367,0.1604863847,635890.2404,1.202927444,1.666628619,1.312746467
p11_gpcc-octree-raht_r04,0.074320320737,0.11711948246,0.17971790523,0.43581614595,0.16069642502,1397144.5698,0.7909462994,1.1233337093,0.88878220032
p11_gpcc-octree-raht_r05,0.07361649098,0.11443464944,0.17434656324,0.43458685642,0.16058926972,2480873.8119,0.66687126164,0.99372505432,0.74840697235
p11_gpcc-octree-raht_r06,0.074313448088,0.11260046914,0.17291775556,0.43758795401,0.1601904385,3111481.7056,0.62935070699,0.92206456473,0.7001904531
p11_vpcc_r00,0.05463846133,0.1141927483,0.1795614447,0.4576660891,0.1701407002,899559.1508,0.5872084333,0.9383926631,0.7113800527
p11_vpcc_r01,0.067214145412,0.1290005765,0.19981261556,0.4551385925,0.16990021519,1188048.6198,0.57568211891,0.8935996746,0.67682163075
p11_vpcc_r02,0.070849044308,0.1270610788,0.19795954881,0.44457802546,0.171678415,1439315.4839,0.5652410705,0.87458742627,0.66426441462
p11_vpcc_r03,0.071052902273,0.12229965379,0.19104507263,0.43630563013,0.17291753849,1983780.2926,0.55870227882,0.87477371234,0.6639505402
p11_vpcc_r04,0.072876681435,0.1211877262,0.1896395288,0.43170661967,0.17364854023,2864369.8984,0.55610222729,0.86885286486,0.6599017231
p11_vpcc_r05,0.072769463707,0.11747892634,0.18422478682,0.43011072057,0.17118839678,3488835.2835,0.56603551741,0.89454718423,0.67394149509
p13_geocnn_r01,0.08921105766,0.13724323913,0.21607839084,0.46040471465,0.15803581584,3411109.0241,0.70379698593,0.7526594012,0.63376467356
p13_geocnn_r02,0.081693708017,0.12758815085,0.19625770142,0.45701288709,0.15563121574,3317895.4477,0.71503279334,0.7578093593,0.63543310898
p13_geocnn_r03,0.08049473643,0.12382543647,0.19049904474,0.4555925078,0.15510752751,3323908.7115,0.71655136943,0.7574146269,0.63443224953
p13_geocnn_r04,0.075631645357,0.11600726329,0.17645314136,0.45420794637,0.15337835071,3260919.8575,0.72346376333,0.76221804996,0.63587041824
p13_gpcc-octree-predlift_r02,0.08820307405,0.1329539844,0.2116039777,0.4561005506,0.1593931972,251068.1866,2.732694715,3.034224964,2.565314293
p13_gpcc-octree-predlift_r03,0.08311858963,0.1266902296,0.198672845,0.453458111,0.1582467515,776623.2613,1.374164882,1.529337548,1.287151061
p13_gpcc-octree-predlift_r04,0.07366585538,0.11768882265,0.17999260272,0.44302623444,0.15714581699,1372505.2348,0.91038600139,1.0294883431,0.86975053992
p13_gpcc-octree-predlift_r05,0.072398559579,0.11504709965,0.17326158066,0.44266866078,0.15763216392,1711052.6885,0.77561713802,0.9101034713,0.73012535371
p13_gpcc-octree-predlift_r06,0.072313482161,0.11351901195,0.1713181017,0.44601153253,0.15741374582,1911674.5705,0.725770412,0.84848244645,0.68430190683
p13_gpcc-octree-raht_r02,0.08820307405,0.1329539844,0.2116039777,0.4561005506,0.1593931972,241350.9906,2.732694715,3.034224964,2.565314293
p13_gpcc-octree-raht_r03,0.08311858963,0.1266902296,0.198672845,0.453458111,0.1582467515,813145.5601,1.374164882,1.529337548,1.287151061
p13_gpcc-octree-raht_r04,0.07366585538,0.11768882265,0.17999260272,0.44302623444,0.15714581699,1446077.4244,0.91038600139,1.0294883431,0.86975053992
p13_gpcc-octree-raht_r05,0.072398559579,0.11504709965,0.17326158066,0.44266866078,0.15763216392,1779273.6601,0.77561713802,0.9101034713,0.73012535371
p13_gpcc-octree-raht_r06,0.072313482161,0.11351901195,0.1713181017,0.44601153253,0.15741374582,1908437.88,0.725770412,0.84848244645,0.68430190683
p13_vpcc_r00,0.050501933192,0.12014294488,0.18241768105,0.47995581983,0.16700862483,1186528.0512,0.72911294781,0.85412421184,0.68115137421
p13_vpcc_r01,0.061248868642,0.12644635115,0.19193146543,0.46983363609,0.166445938,1464595.2739,0.69388942376,0.81810610736,0.64764250186
p13_vpcc_r02,0.066501005723,0.1246301977,0.18929932941,0.45724189304,0.16822291069,1680084.7822,0.67423203489,0.80033724121,0.63431366627
p13_vpcc_r03,0.066573853384,0.11838849373,0.17889366402,0.44998938081,0.16861175603,1806654.6912,0.66799482326,0.79683320465,0.62681152613
p13_vpcc_r04,0.070237782359,0.12118041471,0.18327103646,0.44594262867,0.17003438477,1899189.4305,0.66202762631,0.79029419984,0.62382664334
p13_vpcc_r05,0.068936937765,0.11564997087,0.17440484135,0.44431180461,0.16677710221,1953257.7158,0.6772033624,0.81298636454,0.63936150388
p14_geocnn_r01,0.094303825391,0.13861939097,0.22412666015,0.45934117357,0.16103795352,2244018.6652,0.69700423023,0.75930008378,0.6260870249
p14_geocnn_r02,0.084529713623,0.1282704743,0.20124363459,0.45421679641,0.15871029897,2162138.178,0.71157698718,0.76822311007,0.62755529344
p14_geocnn_r03,0.083231512558,0.12453720286,0.19554641761,0.45229651391,0.15838006274,2164615.3625,0.71344060208,0.76795187448,0.62714180937
p14_geocnn_r04,0.079121881066,0.11836897226,0.18385045999,0.45100447409,0.15701583405,2120059.0811,0.71969709045,0.77207884689,0.62787209852
p14_gpcc-octree-predlift_r02,0.09045746927,0.1329757578,0.2157920236,0.4546939821,0.1611148512,214559.4315,2.716169029,3.079059814,2.542442401
p14_gpcc-octree-predlift_r03,0.08638327746,0.1280386358,0.2057280519,0.4519814611,0.1603950861,567701.7367,1.364962752,1.552190555,1.272079322
p14_gpcc-octree-predlift_r04,0.07774697824,0.1216081189,0.1895221402,0.4421456191,0.1589258945,948587.603,0.9016268125,1.038370873,0.8648364207
p14_gpcc-octree-predlift_r05,0.077146315487,0.11939130517,0.18458326492,0.44454166751,0.15797277158,1152449.2429,0.7626996664,0.92142077394,0.72642978075
p14_gpcc-octree-predlift_r06,0.077280240598,0.11804886913,0.18331698122,0.44777656629,0.15764825374,1262135.231,0.7157078497,0.85622388605,0.68116078282
p14_gpcc-octree-raht_r02,0.09045746927,0.1329757578,0.2157920236,0.4546939821,0.1611148512,234189.7164,2.716169029,3.079059814,2.542442401
p14_gpcc-octree-raht_r03,0.08638327746,0.1280386358,0.2057280519,0.4519814611,0.1603950861,622164.2524,1.364962752,1.552190555,1.272079322
p14_gpcc-octree-raht_r04,0.077746978245,0.12160811886,0.18952214021,0.44214561912,0.15892589453,1013688.7722,0.90162681251,1.0383708732,0.86483642072
p14_gpcc-octree-raht_r05,0.077146315487,0.11939130517,0.18458326492,0.44454166751,0.15797277158,1205219.4523,0.7626996664,0.92142077394,0.72642978075
p14_gpcc-octree-raht_r06,0.077280240598,0.11804886913,0.18331698122,0.44777656629,0.15764825374,1277932.995,0.7157078497,0.85622388605,0.68116078282
p14_vpcc_r00,0.04389558192,0.1085516374,0.1770093175,0.4847046753,0.1667429627,942972.19,0.7270466264,0.8948421512,0.6705340087
p14_vpcc_r01,0.062197467656,0.12637381593,0.19390110233,0.46934451682,0.16749237005,1101166.9959,0.67812013531,0.82816340375,0.6328640653
p14_vpcc_r02,0.069354913875,0.12669504805,0.19484131357,0.45651669235,0.16954963533,1191814.8895,0.65676163349,0.80164354304,0.61417513894
p14_vpcc_r03,0.071318306145,0.12430926191,0.19116395878,0.44972344384,0.1710710294,1232265.4624,0.64916947395,0.79648896571,0.60821414505
p14_vpcc_r04,0.073627565457,0.12409471303,0.19058533219,0.44579215186,0.17225178702,1275448.4749,0.64212283758,0.7884935328,0.603154261
p14_vpcc_r05,0.0742180352,0.12085486694,0.18654281478,0.44449491173,0.16877522689,1299956.1298,0.66379666877,0.82064978626,0.62188241854
p15_geocnn_r01,0.098290842531,0.1371643167,0.22808406956,0.45761601458,0.1603099351,2782565.0943,0.64299224939,0.79986312804,0.62907288008
p15_geocnn_r02,0.088047873047,0.1276156113,0.20531740055,0.45177093876,0.15777974855,2638442.1148,0.65360030814,0.81342016583,0.63113760426
p15_geocnn_r03,0.086424827136,0.12352406134,0.19863812313,0.44989049621,0.1570250519,2640872.8023,0.65631148242,0.81407109089,0.63064097492
p15_geocnn_r04,0.082477306209,0.11751334446,0.18695830694,0.44834793821,0.15559980177,2599902.4295,0.66092893734,0.81877684099,0.6320045593
p15_gpcc-octree-predlift_r02,0.09231264605,0.130900371,0.2164808402,0.4485142208,0.1626377017,133841.6211,2.516684976,3.255739606,2.545843988
p15_gpcc-octree-predlift_r03,0.08768513955,0.1258809156,0.2049824973,0.4472004257,0.1611698154,440739.3835,1.264251993,1.638802744,1.277806002
p15_gpcc-octree-predlift_r04,0.07823562149,0.1202825313,0.1886102459,0.4388726278,0.1600308722,873290.4643,0.8306354879,1.10171941,0.8677169232
p15_gpcc-octree-predlift_r05,0.07740925568,0.11834442698,0.18379858284,0.43559576424,0.16093746028,1202217.4698,0.69865621466,0.97408944693,0.73330903295
p15_gpcc-octree-predlift_r06,0.07821373252,0.11680137615,0.18310940573,0.43871290149,0.16084209507,1428750.4874,0.65659402142,0.90684498484,0.68499767428
p15_gpcc-octree-raht_r02,0.09231264605,0.130900371,0.2164808402,0.4485142208,0.1626377017,141056.4209,2.516684976,3.255739606,2.545843988
p15_gpcc-octree-raht_r03,0.08768513955,0.1258809156,0.2049824973,0.4472004257,0.1611698154,460932.3542,1.264251993,1.638802744,1.277806002
p15_gpcc-octree-raht_r04,0.07823562149,0.1202825313,0.1886102459,0.4388726278,0.1600308722,882025.1516,0.8306354879,1.10171941,0.8677169232
p15_gpcc-octree-raht_r05,0.07740925568,0.11834442698,0.18379858284,0.43559576424,0.16093746028,1190185.584,0.69865621466,0.97408944693,0.73330903295
p15_gpcc-octree-raht_r06,0.07821373252,0.11680137615,0.18310940573,0.43871290149,0.16084209507,1387758.8822,0.65659402142,0.90684498484,0.68499767428
p15_vpcc_r00,0.04434106855,0.1093565846,0.1744522957,0.4806870456,0.1673459115,598199.9549,0.6514797254,0.9623609879,0.6884875519
p15_vpcc_r01,0.06700715961,0.1300743116,0.2011807887,0.4581350945,0.1717174447,787117.8033,0.6104110594,0.8773512691,0.6374327976
p15_vpcc_r02,0.07218681773,0.1296211521,0.2005121172,0.4487074392,0.1730378843,960804.5417,0.6016423804,0.856160764,0.6256858028
p15_vpcc_r03,0.07384570168,0.12657531749,0.19794988458,0.43994124562,0.17458651996,1120779.087,0.59569150813,0.8508308993,0.61970655507
p15_vpcc_r04,0.075145937387,0.12494194319,0.19552058812,0.43583930259,0.17566383293,1285721.8328,0.59325501386,0.84556532149,0.61602349765
p15_vpcc_r05,0.075886940494,0.12201895102,0.19152766796,0.43383642729,0.17265394115,1478617.6243,0.60868707141,0.87650333689,0.63470145638
p20_geocnn_r01,0.10618571265,0.14758606581,0.24866403983,0.46409725534,0.16776082029,3841488.1144,0.79271699852,0.69493073556,0.5512846314
p20_geocnn_r02,0.095795835487,0.1433693949,0.23261944606,0.45575026955,0.16676211787,3636629.9058,0.82455623417,0.69981609099,0.54203125997
p20_geocnn_r03,0.091403678441,0.13924935393,0.22394924941,0.45073372001,0.16690787286,3564235.4739,0.83913507012,0.70120141053,0.53694370112
p20_geocnn_r04,0.087210784753,0.13428333289,0.21305515096,0.44671020979,0.16645556293,3512083.2188,0.85111380136,0.70240273708,0.53411782017
